Job_name,last_update,job_salary,rate,currency,salary_info,Benefits
MZ Data Scientist Salaries,15/Apr/2020,"$125,427",/yr,(USD),"The typical MZ Data Scientist salary is $125,427. Data Scientist salaries at MZ can range from $108,978 - $164,205. This estimate is based upon 81 MZ Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at MZ can expect to make an average total pay of $125,427 . See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks,Gym Membership,Mobile Phone Discount"
Northrop Grumman UI Designer Salaries,3/Apr/2020,"$76,861 - $88,267",/yr,(USD),"The typical Northrop Grumman UI Designer salary is $85,008. UI Designer salaries at Northrop Grumman can range from $76,861 - $88,267. This estimate is based upon 3 Northrop Grumman UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Northrop Grumman can expect to make an average total pay of $85,008 . See all UI Designer salaries to learn how this stacks up in the market.",
PayPal Senior Front End Developer Salaries,20/Jan/2021,"$162,827",/yr,(USD),"The typical PayPal Senior Front End Developer salary is $162,827. Senior Front End Developer salaries at PayPal can range from $104,574 - $194,817. This estimate is based upon 6 PayPal Senior Front End Developer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Senior Front End Developer at PayPal can expect to make an average total pay of $165,632 . See all Senior Front End Developer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Dependent Care,Adoption Assistance,Childcare,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Sabbatical,Bereavement Leave,Employee Assistance Program,Gym Membership,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Dell Technologies UI Designer Salaries,13/Jan/2021,"$79,702 - $101,407",/yr,(USD),"The typical Dell Technologies UI Designer salary is $86,935. UI Designer salaries at Dell Technologies can range from $79,702 - $101,407. This estimate is based upon 3 Dell Technologies UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Dell Technologies can expect to make an average total pay of $86,935 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Health Care On-Site,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Adoption Assistance,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Company Social Events,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Capital One UI Designer Hourly Pay,6/Apr/2021,$54 - $64,/hr,(USD),"The typical Capital One UI Designer salary is $60. UI Designer salaries at Capital One can range from $54 - $64. This estimate is based upon 3 Capital One UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Capital One can expect to make an average total pay of $60 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Supplemental Life Insurance,Disability Insurance,Health Care On-Site,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Dependent Care,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Assistance Program,Gym Membership,Mobile Phone Discount,Company Social Events,Diversity Program,Job Training,Professional Development,Tuition Assistance"
American Express UI Designer Salaries,31/Mar/2021,"$55,795 - $97,252",/yr,(USD),"The typical American Express UI Designer salary is $72,121. UI Designer salaries at American Express can range from $55,795 - $97,252. This estimate is based upon 3 American Express UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at American Express can expect to make an average total pay of $72,121 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Disability Insurance,Health Care On-Site,Mental Health Care,401K Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Reduced or Flexible Hours,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Mobile Phone Discount,Diversity Program,Professional Development,Tuition Assistance"
Expedia Group UX Designer Salaries,15/Apr/2020,"$115,944",/yr,(USD),"The typical Expedia Group UX Designer salary is $115,944. UX Designer salaries at Expedia Group can range from $84,395 - $138,158. This estimate is based upon 4 Expedia Group UX Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UX Designer at Expedia Group can expect to make an average total pay of $121,094 . See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Equity Incentive Plan,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Dependent Care,Adoption Assistance,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Booz Allen Hamilton UX Designer Salaries,3/Apr/2020,"$95,667",/yr,(USD),"The typical Booz Allen Hamilton UX Designer salary is $95,667. UX Designer salaries at Booz Allen Hamilton can range from $66,957 - $113,249. This estimate is based upon 4 Booz Allen Hamilton UX Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UX Designer at Booz Allen Hamilton can expect to make an average total pay of $95,667 . See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Stock Options,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Adoption Assistance,Childcare,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Mobile Phone Discount,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
SailPoint Technologies UX Designer Salaries,11/Jun/2020,"$75,018 - $129,781",/yr,(USD),"The typical SailPoint Technologies UX Designer salary is $97,141. UX Designer salaries at SailPoint Technologies can range from $75,018 - $129,781. This estimate is based upon 3 SailPoint Technologies UX Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UX Designer at SailPoint Technologies can expect to make an average total pay of $97,141 . See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,401K Plan,Maternity & Paternity Leave,Employee Assistance Program"
SAP UX Designer Salaries,2/Mar/2021,"$75,016 - $117,085",/yr,(USD),"The typical SAP UX Designer salary is $104,011. UX Designer salaries at SAP can range from $75,016 - $117,085. This estimate is based upon 3 SAP UX Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UX Designer at SAP can expect to make an average total pay of $115,568 . See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Disability Insurance,Occupational Accident Insurance,Mental Health Care,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Equity Incentive Plan,Maternity & Paternity Leave,Work From Home,Dependent Care,Adoption Assistance,Reduced or Flexible Hours,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Boeing Software Architect Salaries,1/Apr/2021,"$163,992",/yr,(USD),"The typical Boeing Software Architect salary is $163,992. Software Architect salaries at Boeing can range from $112,840 - $181,960. This estimate is based upon 15 Boeing Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Boeing can expect to make an average total pay of $163,992 . See all Software Architect salaries to learn how this stacks up in the market.",
Hewlett Packard Enterprise | HPE Software Architect Salaries,3/Apr/2021,"$147,568",/yr,(USD),"The typical Hewlett Packard Enterprise | HPE Software Architect salary is $147,568. Software Architect salaries at Hewlett Packard Enterprise | HPE can range from $124,531 - $202,707. This estimate is based upon 15 Hewlett Packard Enterprise | HPE Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Hewlett Packard Enterprise | HPE can expect to make an average total pay of $147,568 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Company Social Events,Legal Assistance,Diversity Program,Job Training"
Microsoft Software Architect Salaries,3/Apr/2021,"$168,003",/yr,(USD),"The typical Microsoft Software Architect salary is $168,003. Software Architect salaries at Microsoft can range from $145,111 - $233,006. This estimate is based upon 12 Microsoft Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Microsoft can expect to make an average total pay of $181,926 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Health Care On-Site,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Equity Incentive Plan,Supplemental Workers' Compensation,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Dependent Care,Adoption Assistance,Childcare,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Travel Concierge,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Lockheed Martin Software Architect Salaries,28/Mar/2021,"$126,176",/yr,(USD),"The typical Lockheed Martin Software Architect salary is $126,176. Software Architect salaries at Lockheed Martin can range from $93,203 - $154,899. This estimate is based upon 25 Lockheed Martin Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Lockheed Martin can expect to make an average total pay of $126,176 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Health Care On-Site,Mental Health Care,Retiree Health & Medical,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Mobile Phone Discount,Company Social Events,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Clarabridge UI Designer Salaries,28/Feb/2021,"$60,472 - $75,316",/yr,(USD),"UI Designer salaries at Clarabridge can range from $60,472-$75,316. This estimate is based upon 2 Clarabridge UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off"
Publicis Sapient UI Designer Salaries,30/Mar/2020,"$63,656 - $73,654",/yr,(USD),"UI Designer salaries at Publicis Sapient can range from $63,656-$73,654. This estimate is based upon 2 Publicis Sapient UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,401K Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Dependent Care,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Employee Assistance Program,Pet Friendly Workplace,Company Social Events,Professional Development,Tuition Assistance"
Hexaware Technologies Software Architect Salaries,31/Mar/2021,"$90,749",/yr,(USD),"The typical Hexaware Technologies Software Architect salary is $90,749. Software Architect salaries at Hexaware Technologies can range from $74,251 - $90,768. This estimate is based upon 12 Hexaware Technologies Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Hexaware Technologies can expect to make an average total pay of $90,749 . See all Software Architect salaries to learn how this stacks up in the market.",
CSC UI Designer Salaries,6/Sep/2016,"$70,004 - $104,192",/yr,(USD),"UI Designer salaries at CSC can range from $70,004-$104,192. This estimate is based upon 2 CSC UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,401K Plan,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Diversity Program,Job Training,Tuition Assistance"
Schlumberger Software Architect Salaries,5/Apr/2021,"$146,700",/yr,(USD),"The typical Schlumberger Software Architect salary is $146,700. Software Architect salaries at Schlumberger can range from $120,680 - $174,249. This estimate is based upon 10 Schlumberger Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Schlumberger can expect to make an average total pay of $156,027 . See all Software Architect salaries to learn how this stacks up in the market.",
AHEAD Software Architect Salaries,3/Mar/2021,"$164,063",/yr,(USD),"The typical AHEAD Software Architect salary is $164,063. Software Architect salaries at AHEAD can range from $143,615 - $184,648. This estimate is based upon 12 AHEAD Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at AHEAD can expect to make an average total pay of $164,063 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Mobile Phone Discount,Job Training"
SCC Soft Computer Inc. Software Architect Salaries,1/Jul/2020,"$67,265",/yr,(USD),"The typical SCC Soft Computer Inc. Software Architect salary is $67,265. Software Architect salaries at SCC Soft Computer Inc. can range from $67,265 - $94,031. This estimate is based upon 13 SCC Soft Computer Inc. Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at SCC Soft Computer Inc. can expect to make an average total pay of $67,265 . See all Software Architect salaries to learn how this stacks up in the market.",
Acxiom Software Architect Salaries,1/Mar/2021,"$114,892",/yr,(USD),"The typical Acxiom Software Architect salary is $114,892. Software Architect salaries at Acxiom can range from $94,376 - $122,073. This estimate is based upon 12 Acxiom Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Acxiom can expect to make an average total pay of $114,892 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),401K Plan,Employee Stock Purchase Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Paid Holidays,Employee Discount,Professional Development"
HCL Technologies Software Architect Hourly Pay,3/Mar/2021,$65,/hr,(USD),"The typical HCL Technologies Software Architect salary is $65. Software Architect salaries at HCL Technologies can range from $48 - $83. This estimate is based upon 12 HCL Technologies Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at HCL Technologies can expect to make an average total pay of $65 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Life Insurance,Disability Insurance,Health Care On-Site,Maternity & Paternity Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Bereavement Leave,Employee Discount,Gym Membership,Company Social Events,Diversity Program,Job Training,Professional Development"
Axial UX Designer Salaries,12/Sep/2016,"$100,599 - $136,106",/yr,(USD),"UX Designer salaries at Axial can range from $100,599-$136,106. This estimate is based upon 2 Axial UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,401K Plan,Performance Bonus,Stock Options,Work From Home,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Gym Membership,Job Training,Professional Development"
Verizon Software Architect Salaries,6/Apr/2021,"$128,144",/yr,(USD),"The typical Verizon Software Architect salary is $128,144. Software Architect salaries at Verizon can range from $117,931 - $152,405. This estimate is based upon 9 Verizon Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Verizon can expect to make an average total pay of $128,652 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,Disability Insurance,Pension Plan,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Commuter Checks & Assistance,Professional Development,Tuition Assistance"
SAIC Software Architect Salaries,2/Mar/2021,"$168,235",/yr,(USD),"The typical SAIC Software Architect salary is $168,235. Software Architect salaries at SAIC can range from $118,997 - $273,894. This estimate is based upon 9 SAIC Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at SAIC can expect to make an average total pay of $168,235 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Work From Home,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Diversity Program,Professional Development,Tuition Assistance"
NVIDIA Software Architect Salaries,2/Mar/2021,"$183,684",/yr,(USD),"The typical NVIDIA Software Architect salary is $183,684. Software Architect salaries at NVIDIA can range from $146,529 - $215,423. This estimate is based upon 8 NVIDIA Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at NVIDIA can expect to make an average total pay of $183,684 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Stock Options,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Free Lunch or Snacks,Commuter Checks & Assistance,Pet Friendly Workplace,Mobile Phone Discount,Company Social Events,Professional Development,Tuition Assistance"
Teradata Software Architect Salaries,2/Mar/2021,"$169,089",/yr,(USD),"The typical Teradata Software Architect salary is $169,089. Software Architect salaries at Teradata can range from $121,948 - $296,463. This estimate is based upon 8 Teradata Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Teradata can expect to make an average total pay of $169,089 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Maternity & Paternity Leave,Work From Home,Adoption Assistance,Reduced or Flexible Hours,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Free Lunch or Snacks,Employee Assistance Program,Legal Assistance,Professional Development"
Bank of America Software Architect Salaries,1/Apr/2021,"$134,218",/yr,(USD),"The typical Bank of America Software Architect salary is $134,218. Software Architect salaries at Bank of America can range from $124,531 - $171,866. This estimate is based upon 5 Bank of America Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Bank of America can expect to make an average total pay of $146,996 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Mental Health Care,Retiree Health & Medical,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Performance Bonus,Supplemental Workers' Compensation,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Dependent Care,Adoption Assistance,Childcare,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Mobile Phone Discount,Company Social Events,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Centric Consulting Software Architect Salaries,3/Mar/2021,"$118,995",/yr,(USD),"The typical Centric Consulting Software Architect salary is $118,995. Software Architect salaries at Centric Consulting can range from $111,764 - $126,775. This estimate is based upon 9 Centric Consulting Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Centric Consulting can expect to make an average total pay of $118,995 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Mental Health Care,401K Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave"
Equifax UI Designer Salaries,1/Apr/2020,"$74,702 - $82,280",/yr,(USD),"UI Designer salaries at Equifax can range from $74,702-$82,280. This estimate is based upon 2 Equifax UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Tuition Assistance"
Trustwave Software Architect Salaries,23/Mar/2020,"$133,062",/yr,(USD),"The typical Trustwave Software Architect salary is $133,062. Software Architect salaries at Trustwave can range from $120,537 - $149,221. This estimate is based upon 8 Trustwave Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Trustwave can expect to make an average total pay of $137,453 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Pet Friendly Workplace,Company Social Events,Professional Development"
Kin + Carta Americas UI Designer Salaries,19/Feb/2020,"$98,686 - $107,463",/yr,(USD),"UI Designer salaries at Kin + Carta Americas can range from $98,686-$107,463. This estimate is based upon 1 Kin + Carta Americas UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Disability Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Paid Holidays,Gym Membership,Professional Development,Apprenticeship Program"
LendingClub Software Architect Salaries,25/Jun/2020,"$193,882",/yr,(USD),"The typical LendingClub Software Architect salary is $193,882. Software Architect salaries at LendingClub can range from $166,698 - $213,594. This estimate is based upon 7 LendingClub Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at LendingClub can expect to make an average total pay of $210,039 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,401K Plan,Charitable Gift Matching,Maternity & Paternity Leave,Vacation & Paid Time Off,Volunteer Time Off,Employee Discount,Free Lunch or Snacks"
EPAM Software Architect Salaries,4/Apr/2021,"$85,744",/yr,(USD),"The typical EPAM Software Architect salary is $85,744. Software Architect salaries at EPAM can range from $83,647 - $142,443. This estimate is based upon 5 EPAM Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at EPAM can expect to make an average total pay of $85,744 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,Supplemental Life Insurance,Disability Insurance,401K Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Assistance Program,Mobile Phone Discount,Company Social Events,Professional Development"
Thomson Reuters Software Architect Salaries,2/Apr/2021,"$158,865",/yr,(USD),"The typical Thomson Reuters Software Architect salary is $158,865. Software Architect salaries at Thomson Reuters can range from $130,315 - $179,176. This estimate is based upon 7 Thomson Reuters Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Thomson Reuters can expect to make an average total pay of $173,947 . See all Software Architect salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Health Care On-Site,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Equity Incentive Plan,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Dependent Care,Adoption Assistance,Childcare,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
