Job_name,last_update,job_salary,rate,currency,salary_info,Benefits
UPMC UI Designer Salaries,4/Apr/2020,"$84,260 - $91,780",/yr,(USD),"UI Designer salaries at UPMC can range from $84,260-$91,780. This estimate is based upon 1 UPMC UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Retirement Plan,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Job Training,Professional Development,Tuition Assistance"
Hill Holliday UI Designer Salaries,3/Mar/2020,"$82,284 - $88,907",/yr,(USD),"UI Designer salaries at Hill Holliday can range from $82,284-$88,907. This estimate is based upon 1 Hill Holliday UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Health Savings Account (HSA),Life Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Diversity Program,Job Training,Professional Development"
J. C. Penney UX Designer Salaries,10/Nov/2020,"$95,487 - $106,326",/yr,(USD),"UX Designer salaries at J. C. Penney can range from $95,487-$106,326. This estimate is based upon 2 J. C. Penney UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Health Care On-Site,Accidental Death & Dismemberment Insurance,Pension Plan,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Stock Options,Supplemental Workers' Compensation,Charitable Gift Matching,Maternity & Paternity Leave,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Employee Assistance Program,Gym Membership,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development"
Workfront UX Designer Salaries,15/Mar/2020,"$77,016 - $102,060",/yr,(USD),"UX Designer salaries at Workfront can range from $77,016-$102,060. This estimate is based upon 2 Workfront UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Maternity & Paternity Leave,Work From Home,Dependent Care,Adoption Assistance,Military Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Professional Development"
Tribune Publishing Opinions Writer Salaries,30/Mar/2020,"$36,974",/yr,(USD),"The typical Tribune Publishing Opinions Writer salary is $36,974. Opinions Writer salaries at Tribune Publishing can range from $36,974-$36,974. This is estimated based upon statistical methods. See all Opinions Writer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount"
InVision UX Designer Salaries,3/Apr/2020,"$53,912 - $58,883",/yr,(USD),"UX Designer salaries at InVision can range from $53,912-$58,883. This estimate is based upon 1 InVision UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,401K Plan,Stock Options,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Paid Holidays,Gym Membership"
RPA UX Designer Salaries,18/Mar/2020,"$95,773 - $103,957",/yr,(USD),"UX Designer salaries at RPA can range from $95,773-$103,957. This estimate is based upon 1 RPA UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Company Social Events,Professional Development"
Manulife UX Designer Salaries,2/Apr/2020,"$92,012 - $99,206",/yr,(USD),"UX Designer salaries at Manulife can range from $92,012-$99,206. This estimate is based upon 1 Manulife UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
The Hanover Insurance Group UX Designer Salaries,1/Apr/2020,"$90,343 - $97,256",/yr,(USD),"UX Designer salaries at The Hanover Insurance Group can range from $90,343-$97,256. This estimate is based upon 1 The Hanover Insurance Group UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Employee Discount"
Rivian UX Designer Salaries,15/Apr/2020,"$147,931 - $160,093",/yr,(USD),"UX Designer salaries at Rivian can range from $147,931-$160,093. This estimate is based upon 1 Rivian UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave"
Twentieth Century Fox UX Designer Salaries,25/Feb/2020,"$112,286 - $121,524",/yr,(USD),"UX Designer salaries at Twentieth Century Fox can range from $112,286-$121,524. This estimate is based upon 1 Twentieth Century Fox UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
SKYGEN USA UX Designer Salaries,3/Apr/2020,"$78,813 - $86,034",/yr,(USD),"UX Designer salaries at SKYGEN USA can range from $78,813-$86,034. This estimate is based upon 1 SKYGEN USA UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),401K Plan,Work From Home,Vacation & Paid Time Off,Paid Holidays"
BI WORLDWIDE UX Designer Salaries,27/Mar/2020,"$97,305 - $106,406",/yr,(USD),"UX Designer salaries at BI WORLDWIDE can range from $97,305-$106,406. This estimate is based upon 1 BI WORLDWIDE UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Tory Burch UX Designer Salaries,23/Mar/2020,"$103,653 - $111,144",/yr,(USD),"UX Designer salaries at Tory Burch can range from $103,653-$111,144. This estimate is based upon 1 Tory Burch UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
SEDC Lead Software Architect Salaries,1/Feb/2013,"$132,962 - $170,819",/yr,(USD),"The typical SEDC Lead Software Architect salary is $169,209. Lead Software Architect salaries at SEDC can range from $132,962 - $170,819. This estimate is based upon 3 SEDC Lead Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Lead Software Architect at SEDC can expect to make an average total pay of $169,209 . See all Lead Software Architect salaries to learn how this stacks up in the market.",
GitLab UX Designer Salaries,17/Mar/2020,"$43,840 - $48,276",/yr,(USD),"UX Designer salaries at GitLab can range from $43,840-$48,276. This estimate is based upon 1 GitLab UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Reduced or Flexible Hours,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Free Lunch or Snacks,Employee Assistance Program,Commuter Checks & Assistance,Pet Friendly Workplace,Company Social Events,Job Training,Professional Development,Apprenticeship Program,Tuition Assistance"
Rodan + Fields UX Designer Salaries,26/Mar/2020,"$109,957 - $117,799",/yr,(USD),"UX Designer salaries at Rodan + Fields can range from $109,957-$117,799. This estimate is based upon 1 Rodan + Fields UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Dental Insurance,401K Plan,Performance Bonus,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Employee Discount,Professional Development"
Under Armour UX Designer Salaries,19/Mar/2020,"$88,401 - $95,703",/yr,(USD),"UX Designer salaries at Under Armour can range from $88,401-$95,703. This estimate is based upon 1 Under Armour UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
ATPCO UX Designer Salaries,4/Mar/2020,"$68,685 - $74,660",/yr,(USD),"UX Designer salaries at ATPCO can range from $68,685-$74,660. This estimate is based upon 1 ATPCO UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Employee Discount,Employee Assistance Program,Tuition Assistance"
Samtec UX Designer Salaries,26/Mar/2020,"$67,920 - $73,746",/yr,(USD),"UX Designer salaries at Samtec can range from $67,920-$73,746. This estimate is based upon 1 Samtec UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Maternity & Paternity Leave,Adoption Assistance,Military Leave,Apprenticeship Program"
Rubicon Project UX Designer Salaries,2/Apr/2020,"$96,338 - $105,685",/yr,(USD),"UX Designer salaries at Rubicon Project can range from $96,338-$105,685. This estimate is based upon 1 Rubicon Project UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,401K Plan,Employee Stock Purchase Plan,Stock Options,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks,Gym Membership"
Lifesize UX Designer Salaries,21/Feb/2020,"$110,398 - $117,778",/yr,(USD),"UX Designer salaries at Lifesize can range from $110,398-$117,778. This estimate is based upon 1 Lifesize UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,401K Plan,Work From Home,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks"
eVestment UX Designer Salaries,18/Feb/2020,"$81,634 - $88,342",/yr,(USD),"UX Designer salaries at eVestment can range from $81,634-$88,342. This estimate is based upon 1 eVestment UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave"
Vera Bradley UX Designer Salaries,16/Mar/2020,"$87,790 - $96,348",/yr,(USD),"UX Designer salaries at Vera Bradley can range from $87,790-$96,348. This estimate is based upon 1 Vera Bradley UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Primerica UX Designer Salaries,29/Mar/2020,"$76,413 - $82,646",/yr,(USD),"UX Designer salaries at Primerica can range from $76,413-$82,646. This estimate is based upon 1 Primerica UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Unitrends UX Designer Salaries,6/Sep/2016,"$83,994 - $89,781",/yr,(USD),"UX Designer salaries at Unitrends can range from $83,994-$89,781. This estimate is based upon 1 Unitrends UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),401K Plan,Maternity & Paternity Leave,Work From Home,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks"
ObservePoint UX Designer Salaries,21/Feb/2020,"$82,671 - $90,331",/yr,(USD),"UX Designer salaries at ObservePoint can range from $82,671-$90,330. This estimate is based upon 1 ObservePoint UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks"
Domo UX Designer Salaries,30/Mar/2020,"$64,985 - $70,653",/yr,(USD),"UX Designer salaries at Domo can range from $64,985-$70,653. This estimate is based upon 1 Domo UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Fertility Assistance,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks,Gym Membership,Company Social Events"
PRA Health Sciences UX Designer Salaries,3/Apr/2020,"$80,914 - $87,328",/yr,(USD),"UX Designer salaries at PRA Health Sciences can range from $80,914-$87,328. This estimate is based upon 1 PRA Health Sciences UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Employee Discount,Mobile Phone Discount,Job Training,Professional Development,Tuition Assistance"
Alfresco Software UX Designer Salaries,6/Sep/2016,"$113,999 - $123,220",/yr,(USD),"UX Designer salaries at Alfresco Software can range from $113,999-$123,220. This estimate is based upon 1 Alfresco Software UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Free Lunch or Snacks"
TalentBurst UX Designer Hourly Pay,25/Feb/2019,$55 - $60,/hr,(USD),UX Designer salaries at TalentBurst can range from $55-$60. This estimate is based upon 1 TalentBurst UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.,"Health Insurance,Reduced or Flexible Hours"
"ON24, Inc. UX Designer Salaries",25/Feb/2020,"$98,823 - $107,225",/yr,(USD),"UX Designer salaries at ON24, Inc. can range from $98,823-$107,225. This estimate is based upon 1 ON24, Inc. UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Vacation & Paid Time Off"
ZOLL Data Management UX Designer Salaries,31/Mar/2020,"$92,929 - $100,259",/yr,(USD),"UX Designer salaries at ZOLL Data Management can range from $92,929-$100,259. This estimate is based upon 1 ZOLL Data Management UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Vacation & Paid Time Off,Sick Days,Paid Holidays,Company Social Events"
ON Semiconductor UX Designer Salaries,14/Jul/2020,"$63,936 - $68,797",/yr,(USD),"UX Designer salaries at ON Semiconductor can range from $63,936-$68,797. This estimate is based upon 1 ON Semiconductor UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,401K Plan,Employee Stock Purchase Plan,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Assistance Program,Job Training,Tuition Assistance"
Vivint Smart Home UX Designer Salaries,1/Feb/2021,"$65,642 - $70,660",/yr,(USD),"UX Designer salaries at Vivint Smart Home can range from $65,642-$70,660. This estimate is based upon 1 Vivint Smart Home UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,Health Care On-Site,401K Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Free Lunch or Snacks,Company Social Events,Professional Development"
Bealls UX Designer Salaries,19/Mar/2020,"$71,504 - $76,745",/yr,(USD),"UX Designer salaries at Bealls can range from $71,504-$76,745. This estimate is based upon 1 Bealls UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,401K Plan,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Employee Assistance Program,Tuition Assistance"
Carnegie Mellon University UX Designer Salaries,1/Apr/2020,"$57,172 - $61,107",/yr,(USD),"UX Designer salaries at Carnegie Mellon University can range from $57,172-$61,107. This estimate is based upon 1 Carnegie Mellon University UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,Retirement Plan,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Gym Membership,Professional Development,Tuition Assistance"
Information Control Company UX Designer Salaries,4/Dec/2019,"$65,153 - $70,148",/yr,(USD),"UX Designer salaries at Information Control Company can range from $65,153-$70,148. This estimate is based upon 1 Information Control Company UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
John Hancock UX Designer Salaries,3/Apr/2020,"$86,172 - $92,395",/yr,(USD),"UX Designer salaries at John Hancock can range from $86,172-$92,395. This estimate is based upon 1 John Hancock UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Disability Insurance,Pension Plan,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Dependent Care,Adoption Assistance,Childcare,Reduced or Flexible Hours,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Employee Discount,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Legal Assistance,Professional Development,Tuition Assistance"
Fluid UX Designer Salaries,6/Sep/2016,"$111,021 - $119,790",/yr,(USD),"UX Designer salaries at Fluid can range from $111,021-$119,790. This estimate is based upon 1 Fluid UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Work From Home,Vacation & Paid Time Off,Employee Discount"
Vungle UX Designer Salaries,3/Apr/2020,"$120,600 - $130,791",/yr,(USD),"UX Designer salaries at Vungle can range from $120,600-$130,791. This estimate is based upon 1 Vungle UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks"
Ryzen Solutions UX Designer Salaries,30/Mar/2020,"$108,565 - $118,242",/yr,(USD),"UX Designer salaries at Ryzen Solutions can range from $108,565-$118,242. This estimate is based upon 1 Ryzen Solutions UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan"
SportsEngine UX Designer Salaries,21/Feb/2020,"$66,943 - $73,123",/yr,(USD),"UX Designer salaries at SportsEngine can range from $66,943-$73,123. This estimate is based upon 1 SportsEngine UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Employee Stock Purchase Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Gym Membership,Job Training"
SEI Investments UX Designer Salaries,19/Mar/2020,"$71,441 - $77,995",/yr,(USD),"UX Designer salaries at SEI Investments can range from $71,441-$77,995. This estimate is based upon 1 SEI Investments UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
APCO Worldwide UX Designer Salaries,4/Mar/2020,"$83,391 - $90,325",/yr,(USD),"UX Designer salaries at APCO Worldwide can range from $83,391-$90,325. This estimate is based upon 1 APCO Worldwide UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Free Lunch or Snacks"
ZipRecruiter UX Designer Salaries,6/Sep/2016,"$114,200 - $124,352",/yr,(USD),"UX Designer salaries at ZipRecruiter can range from $114,200-$124,352. This estimate is based upon 1 ZipRecruiter UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),401K Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Company Social Events"
Cornerstone OnDemand UX Designer Salaries,8/Jul/2020,"$106,023 - $116,526",/yr,(USD),"UX Designer salaries at Cornerstone OnDemand can range from $106,023-$116,526. This estimate is based upon 1 Cornerstone OnDemand UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Health Care On-Site,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Dependent Care,Reduced or Flexible Hours,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Sabbatical,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Company Social Events,Job Training,Professional Development,Tuition Assistance"
IAC UX Designer Salaries,27/Feb/2020,"$104,266 - $112,025",/yr,(USD),"UX Designer salaries at IAC can range from $104,266-$112,024. This estimate is based upon 1 IAC UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks"
University of Texas at Austin UX Designer Salaries,29/Oct/2019,"$43,235 - $46,986",/yr,(USD),"UX Designer salaries at University of Texas at Austin can range from $43,235-$46,986. This estimate is based upon 1 University of Texas at Austin UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Civitas Learning UX Designer Salaries,18/Feb/2020,"$81,366 - $89,126",/yr,(USD),"UX Designer salaries at Civitas Learning can range from $81,366-$89,126. This estimate is based upon 1 Civitas Learning UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Company Social Events,Job Training"
Forum One UX Designer Salaries,6/Sep/2016,"$99,319 - $108,266",/yr,(USD),"UX Designer salaries at Forum One can range from $99,319-$108,266. This estimate is based upon 1 Forum One UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Free Lunch or Snacks"
Brillio UX Designer Salaries,15/Apr/2020,"$85,187 - $92,250",/yr,(USD),"UX Designer salaries at Brillio can range from $85,187-$92,250. This estimate is based upon 1 Brillio UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Grand Rounds Health UX Designer Salaries,31/Mar/2020,"$101,593 - $109,749",/yr,(USD),"UX Designer salaries at Grand Rounds Health can range from $101,593-$109,749. This estimate is based upon 1 Grand Rounds Health UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days"
CROSSMARK UX Designer Salaries,3/Apr/2020,"$90,259 - $99,294",/yr,(USD),"UX Designer salaries at CROSSMARK can range from $90,259-$99,294. This estimate is based upon 1 CROSSMARK UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
JustAnswer UX Designer Salaries,20/Mar/2020,"$113,510 - $121,506",/yr,(USD),"UX Designer salaries at JustAnswer can range from $113,510-$121,506. This estimate is based upon 1 JustAnswer UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Life Insurance,401K Plan,Stock Options,Maternity & Paternity Leave,Work From Home,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks"
NC State Employees' Credit Union UX Designer Salaries,31/Mar/2020,"$59,750 - $65,024",/yr,(USD),"UX Designer salaries at NC State Employees' Credit Union can range from $59,750-$65,024. This estimate is based upon 1 NC State Employees' Credit Union UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Old Navy UX Designer Salaries,13/Mar/2020,"$100,727 - $107,853",/yr,(USD),"UX Designer salaries at Old Navy can range from $100,727-$107,853. This estimate is based upon 1 Old Navy UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Employee Stock Purchase Plan,Vacation & Paid Time Off,Volunteer Time Off,Employee Discount"
Navistar UX Designer Salaries,20/Mar/2020,"$63,657 - $69,173",/yr,(USD),"UX Designer salaries at Navistar can range from $63,657-$69,173. This estimate is based upon 1 Navistar UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
Cigna UX Designer Salaries,4/Dec/2020,"$91,425 - $98,436",/yr,(USD),"UX Designer salaries at Cigna can range from $91,425-$98,436. This estimate is based upon 1 Cigna UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Work From Home,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Prosper.com UX Designer Salaries,21/Feb/2020,"$93,675 - $102,554",/yr,(USD),"UX Designer salaries at Prosper.com can range from $93,675-$102,554. This estimate is based upon 1 Prosper.com UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Free Lunch or Snacks"
Red Bull UX Designer Salaries,3/Apr/2020,"$99,496 - $109,239",/yr,(USD),"UX Designer salaries at Red Bull can range from $99,496-$109,239. This estimate is based upon 1 Red Bull UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UX Designer salaries to learn how this stacks up in the market.",
