Job_name,last_update,job_salary,rate,currency,salary_info,Benefits
Paycom UI Designer Salaries,3/Mar/2020,"$77,372",/yr,(USD),"The typical Paycom UI Designer salary is $77,372. UI Designer salaries at Paycom can range from $6,822 - $87,758. This estimate is based upon 4 Paycom UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Paycom can expect to make an average total pay of $77,372 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Stock Options,Maternity & Paternity Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Company Social Events,Job Training,Professional Development"
IAC UI Designer Salaries,4/Feb/2020,"$115,772",/yr,(USD),"The typical IAC UI Designer salary is $115,772. UI Designer salaries at IAC can range from $85,711 - $158,692. This estimate is based upon 4 IAC UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at IAC can expect to make an average total pay of $115,772 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks"
Square UI Designer Salaries,3/Apr/2020,"$121,530",/yr,(USD),"The typical Square UI Designer salary is $121,530. UI Designer salaries at Square can range from $95,596 - $135,188. This estimate is based upon 4 Square UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Square can expect to make an average total pay of $121,530 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Health Care On-Site,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Stock Options,Equity Incentive Plan,Supplemental Workers' Compensation,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Dependent Care,Adoption Assistance,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Travel Concierge,Diversity Program,Job Training,Professional Development"
Bazaarvoice UI Designer Salaries,4/Apr/2020,"$76,153",/yr,(USD),"The typical Bazaarvoice UI Designer salary is $76,153. UI Designer salaries at Bazaarvoice can range from $73,498 - $80,411. This estimate is based upon 5 Bazaarvoice UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Bazaarvoice can expect to make an average total pay of $77,173 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Employee Assistance Program"
Thomson Reuters UI Designer Hourly Pay,17/Feb/2021,$39,/hr,(USD),"The typical Thomson Reuters UI Designer salary is $39. UI Designer salaries at Thomson Reuters can range from $34 - $41. This estimate is based upon 4 Thomson Reuters UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Thomson Reuters can expect to make an average total pay of $39 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Health Care On-Site,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Equity Incentive Plan,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Dependent Care,Adoption Assistance,Childcare,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Photon Infotech UI Designer Salaries,21/Jan/2021,"$82,943",/yr,(USD),"The typical Photon Infotech UI Designer salary is $82,943. UI Designer salaries at Photon Infotech can range from $69,382 - $97,453. This estimate is based upon 5 Photon Infotech UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Photon Infotech can expect to make an average total pay of $82,943 . See all UI Designer salaries to learn how this stacks up in the market.",
Nuance UI Designer Salaries,18/Mar/2020,"$92,867",/yr,(USD),"The typical Nuance UI Designer salary is $92,867. UI Designer salaries at Nuance can range from $89,447 - $98,418. This estimate is based upon 6 Nuance UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Nuance can expect to make an average total pay of $93,898 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program"
Enterprise IT Resources Tester Salaries,20/Sep/2013,"$75,842",/yr,(USD),"The typical Enterprise IT Resources Tester salary is $75,842. Tester salaries at Enterprise IT Resources can range from $68,344 - $80,189. This estimate is based upon 6 Enterprise IT Resources Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at Enterprise IT Resources can expect to make an average total pay of $75,842 . See all Tester salaries to learn how this stacks up in the market.",
Zynga UI Designer Salaries,16/Feb/2021,"$92,622",/yr,(USD),"The typical Zynga UI Designer salary is $92,622. UI Designer salaries at Zynga can range from $62,929 - $138,290. This estimate is based upon 6 Zynga UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Zynga can expect to make an average total pay of $92,622 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Equity Incentive Plan,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Pet Friendly Workplace,Mobile Phone Discount,Company Social Events,Travel Concierge,Legal Assistance,Job Training,Professional Development"
ProBys Tester Salaries,15/Apr/2020,"$70,551",/yr,(USD),"The typical ProBys Tester salary is $70,550. Tester salaries at ProBys can range from $64,963 - $89,883. This estimate is based upon 5 ProBys Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at ProBys can expect to make an average total pay of $70,550 . See all Tester salaries to learn how this stacks up in the market.",
Verizon UI Designer Salaries,16/Mar/2021,"$96,822",/yr,(USD),"The typical Verizon UI Designer salary is $96,822. UI Designer salaries at Verizon can range from $70,174 - $116,580. This estimate is based upon 8 Verizon UI Designer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a UI Designer at Verizon can expect to make an average total pay of $103,444 . See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,Disability Insurance,Pension Plan,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Commuter Checks & Assistance,Professional Development,Tuition Assistance"
CPro Tester Salaries,1/Oct/2013,"$73,378",/yr,(USD),"The typical CPro Tester salary is $73,378. Tester salaries at CPro can range from $49,469 - $94,415. This estimate is based upon 8 CPro Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at CPro can expect to make an average total pay of $73,378 . See all Tester salaries to learn how this stacks up in the market.",
Adecco Tester Hourly Pay,6/Apr/2021,$11,/hr,(USD),"The typical Adecco Tester salary is $11. Tester salaries at Adecco can range from $9 - $15. This estimate is based upon 6 Adecco Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at Adecco can expect to make an average total pay of $11 . See all Tester salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,401K Plan,Performance Bonus,Work From Home,Military Leave,Family Medical Leave,Sick Days,Commuter Checks & Assistance,Job Training,Professional Development"
UserTesting Tester Hourly Pay,26/Feb/2020,$11,/hr,(USD),"The typical UserTesting Tester salary is $11. Tester salaries at UserTesting can range from $10 - $33. This estimate is based upon 6 UserTesting Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at UserTesting can expect to make an average total pay of $11 . See all Tester salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Mental Health Care,401K Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Work From Home,Dependent Care,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Employee Discount,Gym Membership,Commuter Checks & Assistance,Job Training,Professional Development"
Tekcrew Tester Hourly Pay,15/Apr/2019,$33,/hr,(USD),"The typical Tekcrew Tester salary is $33. Tester salaries at Tekcrew can range from $33 - $43. This estimate is based upon 9 Tekcrew Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at Tekcrew can expect to make an average total pay of $33 . See all Tester salaries to learn how this stacks up in the market.",
CSAT Solutions Tester Hourly Pay,8/Mar/2021,$10,/hr,(USD),"The typical CSAT Solutions Tester salary is $10. Tester salaries at CSAT Solutions can range from $10 - $12. This estimate is based upon 7 CSAT Solutions Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at CSAT Solutions can expect to make an average total pay of $10 . See all Tester salaries to learn how this stacks up in the market.",
DISH Tester Hourly Pay,21/Mar/2021,$14,/hr,(USD),"The typical DISH Tester salary is $14. Tester salaries at DISH can range from $11 - $21. This estimate is based upon 8 DISH Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at DISH can expect to make an average total pay of $14 . See all Tester salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,401K Plan,Employee Stock Purchase Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Employee Discount,Company Social Events,Tuition Assistance"
Acxiom Tester Salaries,1/Mar/2021,"$55,446",/yr,(USD),"The typical Acxiom Tester salary is $55,446. Tester salaries at Acxiom can range from $45,948 - $57,446. This estimate is based upon 6 Acxiom Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at Acxiom can expect to make an average total pay of $55,446 . See all Tester salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),401K Plan,Employee Stock Purchase Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Paid Holidays,Employee Discount,Professional Development"
LatentView Analytics Data Engineer Salaries,15/Apr/2020,"$113,049",/yr,(USD),"The typical LatentView Analytics Data Engineer salary is $113,049. Data Engineer salaries at LatentView Analytics can range from $94,689 - $150,077. This estimate is based upon 31 LatentView Analytics Data Engineer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Engineer at LatentView Analytics can expect to make an average total pay of $113,049 . See all Data Engineer salaries to learn how this stacks up in the market.",
Aerotek Tester Salaries,2/Mar/2021,"$68,559",/yr,(USD),"The typical Aerotek Tester salary is $68,559. Tester salaries at Aerotek can range from $40,930 - $78,475. This estimate is based upon 14 Aerotek Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at Aerotek can expect to make an average total pay of $68,559 . See all Tester salaries to learn how this stacks up in the market.","Health Insurance,Life Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Vacation & Paid Time Off,Employee Discount"
Test Tester Salaries,19/Apr/2021,"$51,511",/yr,(USD),"The typical Test Tester salary is $51,511. Tester salaries at Test can range from $20,312 - $101,528. This estimate is based upon 18 Test Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at Test can expect to make an average total pay of $52,624 . See all Tester salaries to learn how this stacks up in the market.",
Infosys Tester Salaries,16/Apr/2021,"$71,490",/yr,(USD),"The typical Infosys Tester salary is $71,490. Tester salaries at Infosys can range from $68,706 - $92,512. This estimate is based upon 237 Infosys Tester salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Tester at Infosys can expect to make an average total pay of $71,490 . See all Tester salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Dependent Care,Reduced or Flexible Hours,Military Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Mobile Phone Discount,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Apprenticeship Program"
Hewlett Packard Enterprise | HPE Data Engineer Salaries,18/Apr/2021,"$101,098",/yr,(USD),"The typical Hewlett Packard Enterprise | HPE Data Engineer salary is $101,098. Data Engineer salaries at Hewlett Packard Enterprise | HPE can range from $89,804 - $139,383. This estimate is based upon 29 Hewlett Packard Enterprise | HPE Data Engineer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Engineer at Hewlett Packard Enterprise | HPE can expect to make an average total pay of $101,098 . See all Data Engineer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Company Social Events,Legal Assistance,Diversity Program,Job Training"
Optum Data Engineer Salaries,19/Apr/2021,"$96,798",/yr,(USD),"The typical Optum Data Engineer salary is $96,798. Data Engineer salaries at Optum can range from $74,158 - $131,176. This estimate is based upon 31 Optum Data Engineer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Engineer at Optum can expect to make an average total pay of $96,798 . See all Data Engineer salaries to learn how this stacks up in the market.",
HP Inc. Data Engineer Salaries,8/Apr/2021,"$114,854",/yr,(USD),"The typical HP Inc. Data Engineer salary is $114,854. Data Engineer salaries at HP Inc. can range from $104,841 - $127,339. This estimate is based upon 37 HP Inc. Data Engineer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Engineer at HP Inc. can expect to make an average total pay of $114,854 . See all Data Engineer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,Pension Plan,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Company Social Events,Diversity Program,Job Training,Professional Development"
Target Data Engineer Salaries,16/Apr/2021,"$167,209",/yr,(USD),"The typical Target Data Engineer salary is $167,209. Data Engineer salaries at Target can range from $87,596 - $175,416. This estimate is based upon 38 Target Data Engineer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Engineer at Target can expect to make an average total pay of $167,209 . See all Data Engineer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,401K Plan,Maternity & Paternity Leave,Adoption Assistance,Family Medical Leave,Vacation & Paid Time Off,Employee Discount,Diversity Program,Professional Development"
The Hartford Data Engineer Salaries,15/Apr/2021,"$105,923",/yr,(USD),"The typical The Hartford Data Engineer salary is $105,923. Data Engineer salaries at The Hartford can range from $78,025 - $126,678. This estimate is based upon 44 The Hartford Data Engineer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Engineer at The Hartford can expect to make an average total pay of $106,285 . See all Data Engineer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Work From Home,Adoption Assistance,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Agilent Technologies Data Engineer Salaries,20/Feb/2021,"$104,139",/yr,(USD),"The typical Agilent Technologies Data Engineer salary is $104,139. Data Engineer salaries at Agilent Technologies can range from $104,139 - $134,830. This estimate is based upon 60 Agilent Technologies Data Engineer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Engineer at Agilent Technologies can expect to make an average total pay of $104,139 . See all Data Engineer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Mental Health Care,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Volunteer Time Off,Employee Assistance Program,Job Training,Professional Development"
DXC Technology Data Engineer Salaries,15/Apr/2021,"$81,697",/yr,(USD),"The typical DXC Technology Data Engineer salary is $81,697. Data Engineer salaries at DXC Technology can range from $56,178 - $112,219. This estimate is based upon 85 DXC Technology Data Engineer salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Engineer at DXC Technology can expect to make an average total pay of $81,697 . See all Data Engineer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Maternity & Paternity Leave,Dependent Care,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Sabbatical,Bereavement Leave,Employee Discount,Employee Assistance Program,Commuter Checks & Assistance,Mobile Phone Discount,Legal Assistance"
Adobe Data Scientist Salaries,2/Apr/2021,"$136,597",/yr,(USD),"The typical Adobe Data Scientist salary is $136,597. Data Scientist salaries at Adobe can range from $92,535 - $173,287. This estimate is based upon 91 Adobe Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at Adobe can expect to make an average total pay of $136,597 . See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Equity Incentive Plan,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Fertility Assistance,Dependent Care,Adoption Assistance,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Sabbatical,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Airbnb Data Scientist Salaries,25/Mar/2021,"$177,397",/yr,(USD),"The typical Airbnb Data Scientist salary is $177,397. Data Scientist salaries at Airbnb can range from $97,296 - $237,235. This estimate is based upon 121 Airbnb Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at Airbnb can expect to make an average total pay of $178,694 . See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Equity Incentive Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Sabbatical,Bereavement Leave,Free Lunch or Snacks,Commuter Checks & Assistance,Pet Friendly Workplace,Company Social Events,Travel Concierge,Diversity Program,Professional Development"
Uber Data Scientist Salaries,11/Apr/2021,"$141,103",/yr,(USD),"The typical Uber Data Scientist salary is $141,103. Data Scientist salaries at Uber can range from $54,900 - $196,165. This estimate is based upon 132 Uber Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at Uber can expect to make an average total pay of $143,580 . See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Equity Incentive Plan,Maternity & Paternity Leave,Fertility Assistance,Vacation & Paid Time Off,Sick Days,Paid Holidays,Sabbatical,Employee Discount,Free Lunch or Snacks"
Booz Allen Hamilton Data Scientist Salaries,19/Apr/2021,"$87,775",/yr,(USD),"The typical Booz Allen Hamilton Data Scientist salary is $87,775. Data Scientist salaries at Booz Allen Hamilton can range from $64,821 - $153,613. This estimate is based upon 159 Booz Allen Hamilton Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at Booz Allen Hamilton can expect to make an average total pay of $87,775 . See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Stock Options,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Adoption Assistance,Childcare,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Mobile Phone Discount,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
"Quora, Inc. Data Scientist Salaries",5/Apr/2021,"$120,686",/yr,(USD),"The typical Quora, Inc. Data Scientist salary is $120,686. Data Scientist salaries at Quora, Inc. can range from $115,117 - $153,048. This estimate is based upon 250 Quora, Inc. Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at Quora, Inc. can expect to make an average total pay of $120,686 . See all Data Scientist salaries to learn how this stacks up in the market.",
Walmart Data Scientist Salaries,20/Apr/2021,"$107,734",/yr,(USD),"The typical Walmart Data Scientist salary is $107,734. Data Scientist salaries at Walmart can range from $76,464 - $182,807. This estimate is based upon 184 Walmart Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at Walmart can expect to make an average total pay of $112,696 . See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Occupational Accident Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Diversity Program,Job Training,Professional Development"
Expedia Group Data Scientist Salaries,11/Apr/2021,"$135,271",/yr,(USD),"The typical Expedia Group Data Scientist salary is $135,271. Data Scientist salaries at Expedia Group can range from $112,911 - $143,158. This estimate is based upon 250 Expedia Group Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at Expedia Group can expect to make an average total pay of $135,271 . See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Equity Incentive Plan,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Dependent Care,Adoption Assistance,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Ascendum Solutions Data Scientist Salaries,15/Apr/2020,"$93,137",/yr,(USD),"The typical Ascendum Solutions Data Scientist salary is $93,137. Data Scientist salaries at Ascendum Solutions can range from $93,137 - $105,119. This estimate is based upon 250 Ascendum Solutions Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Data Scientist at Ascendum Solutions can expect to make an average total pay of $93,137 . See all Data Scientist salaries to learn how this stacks up in the market.",
Tanisha Systems Software Architect Salaries,25/Jan/2021,"$99,639",/yr,(USD),"The typical Tanisha Systems Software Architect salary is $99,639. Software Architect salaries at Tanisha Systems can range from $75,399 - $121,318. This estimate is based upon 66 Tanisha Systems Software Architect salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Software Architect at Tanisha Systems can expect to make an average total pay of $99,639 . See all Software Architect salaries to learn how this stacks up in the market.",
